topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
Hindi,प्राथमिक स्तर पर व्याकरण शिक्षण की सबसे प्रभावी और मनोवैज्ञानिक विधि कौन-सी है?,प्राथमिक स्तर पर व्याकरण शिक्षण की सबसे प्रभावी और मनोवैज्ञानिक विधि कौन-सी है?,संदर्भ में व्याकरण (आगमन विधि),संदर्भ में व्याकरण (आगमन विधि),सूत्र विधि,सूत्र विधि,निगमन विधि,निगमन विधि,पाठ्यपुस्तक विधि,पाठ्यपुस्तक विधि,0,प्राथमिक स्तर पर बच्चों को नियमों के बजाय भाषा के प्रयोग और संदर्भ के माध्यम से (उदाहरणों से) व्याकरण सिखाना सबसे प्रभावी होता है।,प्राथमिक स्तर पर बच्चों को नियमों के बजाय भाषा के प्रयोग और संदर्भ के माध्यम से (उदाहरणों से) व्याकरण सिखाना सबसे प्रभावी होता है।,CTET2025
Hindi,भाषा की कक्षा में बच्चों द्वारा की जाने वाली त्रुटियों (Errors) को किस रूप में देखा जाना चाहिए?,भाषा की कक्षा में बच्चों द्वारा की जाने वाली त्रुटियों (Errors) को किस रूप में देखा जाना चाहिए?,इन्हें तुरंत कठोरता से सुधारना चाहिए।,इन्हें तुरंत कठोरता से सुधारना चाहिए।,यह बच्चों की लापरवाही का परिणाम है।,यह बच्चों की लापरवाही का परिणाम है।,यह शिक्षक की असफलता का प्रमाण है।,यह शिक्षक की असफलता का प्रमाण है।,"यह अधिगम प्रक्रिया का एक स्वाभाविक हिस्सा है, जो उनके सोचने के तरीके को दर्शाता है।","यह अधिगम प्रक्रिया का एक स्वाभाविक हिस्सा है, जो उनके सोचने के तरीके को दर्शाता है।",3,"त्रुटियां सीखने की प्रक्रिया का एक महत्वपूर्ण हिस्सा (Window to mind) हैं, जो शिक्षक को यह समझने में मदद करती हैं कि बच्चा कैसे सीख रहा है।","त्रुटियां सीखने की प्रक्रिया का एक महत्वपूर्ण हिस्सा (Window to mind) हैं, जो शिक्षक को यह समझने में मदद करती हैं कि बच्चा कैसे सीख रहा है।",CTET2023
Hindi,'डिस्लेक्सिया' (Dyslexia) मुख्य रूप से भाषा के किस कौशल से संबंधित विकार है?,'डिस्लेक्सिया' (Dyslexia) मुख्य रूप से भाषा के किस कौशल से संबंधित विकार है?,पढ़ने में कठिनाई (पठन वैकल्य),पढ़ने में कठिनाई (पठन वैकल्य),सुनने में कठिनाई,सुनने में कठिनाई,लिखने में कठिनाई,लिखने में कठिनाई,बोलने में कठिनाई,बोलने में कठिनाई,0,"डिस्लेक्सिया एक पठन विकार (Reading disorder) है, जिसमें बच्चे को अक्षरों को पहचानने और प्रवाह के साथ पढ़ने में कठिनाई होती है।","डिस्लेक्सिया एक पठन विकार (Reading disorder) है, जिसमें बच्चे को अक्षरों को पहचानने और प्रवाह के साथ पढ़ने में कठिनाई होती है।",CTET2024
Hindi,भाषायी विविधता (Multilingualism) वाली कक्षा में एक शिक्षक को क्या करना चाहिए?,भाषायी विविधता (Multilingualism) वाली कक्षा में एक शिक्षक को क्या करना चाहिए?,बच्चों की मातृभाषाओं का सम्मान करते हुए उन्हें एक संसाधन के रूप में प्रयोग करना चाहिए।,बच्चों की मातृभाषाओं का सम्मान करते हुए उन्हें एक संसाधन के रूप में प्रयोग करना चाहिए।,केवल विद्यालय की मानक भाषा पर जोर देना चाहिए।,केवल विद्यालय की मानक भाषा पर जोर देना चाहिए।,भाषायी विविधता को एक बड़ी समस्या मानना चाहिए।,भाषायी विविधता को एक बड़ी समस्या मानना चाहिए।,मातृभाषा के प्रयोग पर सख्त पाबंदी लगानी चाहिए।,मातृभाषा के प्रयोग पर सख्त पाबंदी लगानी चाहिए।,0,"बहुभाषिकता को हमेशा एक संसाधन (Asset) और संज्ञानात्मक विकास के साधन के रूप में उपयोग करना चाहिए, न कि बाधा के रूप में।","बहुभाषिकता को हमेशा एक संसाधन (Asset) और संज्ञानात्मक विकास के साधन के रूप में उपयोग करना चाहिए, न कि बाधा के रूप में।",CTET2022
Hindi,भाषा शिक्षण में 'प्रामाणिक सामग्री' (Authentic Materials) का सबसे अच्छा उदाहरण कौन-सा है?,भाषा शिक्षण में 'प्रामाणिक सामग्री' (Authentic Materials) का सबसे अच्छा उदाहरण कौन-सा है?,भाषा अधिगम के लिए विशेष रूप से तैयार किया गया निबंध,भाषा अधिगम के लिए विशेष रूप से तैयार किया गया निबंध,शिक्षक द्वारा लिखी गई व्याकरण की पुस्तक,शिक्षक द्वारा लिखी गई व्याकरण की पुस्तक,रेलवे का टाइम-टेबल या समाचार पत्र का लेख,रेलवे का टाइम-टेबल या समाचार पत्र का लेख,छात्रों की उत्तर पुस्तिका,छात्रों की उत्तर पुस्तिका,2,"प्रामाणिक सामग्री वह होती है जो वास्तविक जीवन के संदर्भ में लिखी जाती है (जैसे- मेनू कार्ड, अखबार, विज्ञापन), न कि केवल भाषा सिखाने के उद्देश्य से।","प्रामाणिक सामग्री वह होती है जो वास्तविक जीवन के संदर्भ में लिखी जाती है (जैसे- मेनू कार्ड, अखबार, विज्ञापन), न कि केवल भाषा सिखाने के उद्देश्य से।",CTET2024
Hindi,भाषा की कक्षा में 'पाठ्यपुस्तक' की क्या भूमिका होती है?,भाषा की कक्षा में 'पाठ्यपुस्तक' की क्या भूमिका होती है?,यह एकमात्र और अंतिम संसाधन है।,यह एकमात्र और अंतिम संसाधन है।,यह भाषा सीखने का साध्य है।,यह भाषा सीखने का साध्य है।,इसका भाषा शिक्षण में कोई महत्व नहीं है।,इसका भाषा शिक्षण में कोई महत्व नहीं है।,यह भाषा सीखने के कई संसाधनों में से एक महत्वपूर्ण साधन है।,यह भाषा सीखने के कई संसाधनों में से एक महत्वपूर्ण साधन है।,3,"पाठ्यपुस्तक भाषा शिक्षण का एक 'साधन' (Tool) है, 'साध्य' (Ultimate goal) नहीं। शिक्षक को इसके अलावा भी अन्य सामग्री का प्रयोग करना चाहिए।","पाठ्यपुस्तक भाषा शिक्षण का एक 'साधन' (Tool) है, 'साध्य' (Ultimate goal) नहीं। शिक्षक को इसके अलावा भी अन्य सामग्री का प्रयोग करना चाहिए।",CTET2025
Hindi,निदानात्मक परीक्षण (Diagnostic Test) का मुख्य उद्देश्य क्या होता है?,निदानात्मक परीक्षण (Diagnostic Test) का मुख्य उद्देश्य क्या होता है?,छात्रों को अगली कक्षा में प्रोन्नत करना,छात्रों को अगली कक्षा में प्रोन्नत करना,छात्रों के अधिगम में रह गई कमियों और कठिनाइयों की पहचान करना,छात्रों के अधिगम में रह गई कमियों और कठिनाइयों की पहचान करना,छात्रों को ग्रेड और अंक प्रदान करना,छात्रों को ग्रेड और अंक प्रदान करना,अभिभावकों को छात्रों की शिकायत करना,अभिभावकों को छात्रों की शिकायत करना,1,निदानात्मक परीक्षण (Diagnosis) का उद्देश्य छात्रों के सीखने की प्रक्रिया में आने वाली विशिष्ट बाधाओं और कमियों का पता लगाना है।,निदानात्मक परीक्षण (Diagnosis) का उद्देश्य छात्रों के सीखने की प्रक्रिया में आने वाली विशिष्ट बाधाओं और कमियों का पता लगाना है।,CTET2023
Hindi,उपचारात्मक शिक्षण (Remedial Teaching) कब किया जाना चाहिए?,उपचारात्मक शिक्षण (Remedial Teaching) कब किया जाना चाहिए?,केवल परीक्षा के एक दिन पहले,केवल परीक्षा के एक दिन पहले,सत्र की शुरुआत में,सत्र की शुरुआत में,निदानात्मक परीक्षण द्वारा कठिनाइयों की पहचान के बाद,निदानात्मक परीक्षण द्वारा कठिनाइयों की पहचान के बाद,सत्र के बिल्कुल अंत में,सत्र के बिल्कुल अंत में,2,"पहले निदान (कठिनाई की पहचान) किया जाता है, उसके बाद उन कमियों को दूर करने के लिए उपचारात्मक शिक्षण (Remedy) दिया जाता है।","पहले निदान (कठिनाई की पहचान) किया जाता है, उसके बाद उन कमियों को दूर करने के लिए उपचारात्मक शिक्षण (Remedy) दिया जाता है।",CTET2024
Hindi,सतत एवं व्यापक मूल्यांकन (CCE) में 'व्यापक' (Comprehensive) शब्द का क्या तात्पर्य है?,सतत एवं व्यापक मूल्यांकन (CCE) में 'व्यापक' (Comprehensive) शब्द का क्या तात्पर्य है?,छात्रों के शैक्षिक (Scholastic) और सह-शैक्षिक (Co-scholastic) दोनों पक्षों का मूल्यांकन,छात्रों के शैक्षिक (Scholastic) और सह-शैक्षिक (Co-scholastic) दोनों पक्षों का मूल्यांकन,पूरे वर्ष लगातार परीक्षा लेना,पूरे वर्ष लगातार परीक्षा लेना,पूरे पाठ्यक्रम की एक साथ परीक्षा लेना,पूरे पाठ्यक्रम की एक साथ परीक्षा लेना,केवल रटने की क्षमता का मूल्यांकन,केवल रटने की क्षमता का मूल्यांकन,0,"'व्यापक' का अर्थ है बच्चे के सर्वांगीण विकास का आकलन करना, जिसमें किताबी ज्ञान (शैक्षिक) के साथ-साथ खेल, व्यवहार आदि (सह-शैक्षिक) शामिल हैं।","'व्यापक' का अर्थ है बच्चे के सर्वांगीण विकास का आकलन करना, जिसमें किताबी ज्ञान (शैक्षिक) के साथ-साथ खेल, व्यवहार आदि (सह-शैक्षिक) शामिल हैं।",CTET2024
Hindi,भाषा आकलन में 'पोर्टफोलियो' (Portfolio) का उपयोग क्यों किया जाता है?,भाषा आकलन में 'पोर्टफोलियो' (Portfolio) का उपयोग क्यों किया जाता है?,इसमें केवल वार्षिक परीक्षा के अंक रखे जाते हैं।,इसमें केवल वार्षिक परीक्षा के अंक रखे जाते हैं।,यह समय के साथ बच्चे के क्रमिक विकास और प्रगति का दस्तावेजी रिकॉर्ड होता है।,यह समय के साथ बच्चे के क्रमिक विकास और प्रगति का दस्तावेजी रिकॉर्ड होता है।,यह एक ही दिन में बच्चे की योग्यता नापने का साधन है।,यह एक ही दिन में बच्चे की योग्यता नापने का साधन है।,यह केवल शिक्षक के मूल्यांकन के लिए है।,यह केवल शिक्षक के मूल्यांकन के लिए है।,1,"पोर्टफोलियो बच्चों के कार्यों (जैसे- चित्र, लेख, वर्कशीट) का एक व्यवस्थित संग्रह है, जो उनके क्रमिक विकास को दर्शाता है।","पोर्टफोलियो बच्चों के कार्यों (जैसे- चित्र, लेख, वर्कशीट) का एक व्यवस्थित संग्रह है, जो उनके क्रमिक विकास को दर्शाता है।",CTET2023
Hindi,भाषा आकलन का प्राथमिक उद्देश्य क्या होना चाहिए?,भाषा आकलन का प्राथमिक उद्देश्य क्या होना चाहिए?,बच्चों की व्याकरणिक गलतियों को गिनना,बच्चों की व्याकरणिक गलतियों को गिनना,विभिन्न संदर्भों में बच्चों की भाषा प्रयोग की क्षमता का आकलन करना,विभिन्न संदर्भों में बच्चों की भाषा प्रयोग की क्षमता का आकलन करना,कक्षा में प्रथम आने वाले छात्र का चुनाव करना,कक्षा में प्रथम आने वाले छात्र का चुनाव करना,बच्चों को पास या फेल घोषित करना,बच्चों को पास या फेल घोषित करना,1,"भाषा का मुख्य कार्य संप्रेषण है, अतः आकलन का उद्देश्य यह जांचना होना चाहिए कि बच्चा विभिन्न स्थितियों में भाषा का कितना प्रभावी प्रयोग कर पाता है।","भाषा का मुख्य कार्य संप्रेषण है, अतः आकलन का उद्देश्य यह जांचना होना चाहिए कि बच्चा विभिन्न स्थितियों में भाषा का कितना प्रभावी प्रयोग कर पाता है।",CTET2024
Hindi,प्राथमिक स्तर पर बच्चों की पठन क्षमता का आकलन करने के लिए कौन-सी सामग्री सबसे उपयुक्त होगी?,प्राथमिक स्तर पर बच्चों की पठन क्षमता का आकलन करने के लिए कौन-सी सामग्री सबसे उपयुक्त होगी?,वैज्ञानिक शोध पत्र,वैज्ञानिक शोध पत्र,बाल-साहित्य की कोई रोचक कहानी,बाल-साहित्य की कोई रोचक कहानी,संस्कृत के श्लोक,संस्कृत के श्लोक,कठिन व्याकरणिक नियमों वाला पाठ,कठिन व्याकरणिक नियमों वाला पाठ,1,प्राथमिक स्तर पर रोचक कहानियों या बाल-साहित्य के माध्यम से पठन क्षमता का आकलन सबसे स्वाभाविक और प्रभावी होता है।,प्राथमिक स्तर पर रोचक कहानियों या बाल-साहित्य के माध्यम से पठन क्षमता का आकलन सबसे स्वाभाविक और प्रभावी होता है।,CTET2024
Hindi,'सज्जन' शब्द का सही संधि विच्छेद क्या है?,'सज्जन' शब्द का सही संधि विच्छेद क्या है?,सज + जन,सज + जन,सज्ज् + अन,सज्ज् + अन,सत् + जन,सत् + जन,सद् + जन,सद् + जन,2,"'सज्जन' में व्यंजन संधि है। जब 'त्' के बाद 'ज' आता है, तो 'त्' भी 'ज्' में बदल जाता है (सत् + जन = सज्जन)।","'सज्जन' में व्यंजन संधि है। जब 'त्' के बाद 'ज' आता है, तो 'त्' भी 'ज्' में बदल जाता है (सत् + जन = सज्जन)।",DSSSB2022
Hindi,'दशानन' शब्द में कौन-सा समास है?,'दशानन' शब्द में कौन-सा समास है?,अव्ययीभाव समास,अव्ययीभाव समास,तत्पुरुष समास,तत्पुरुष समास,बहुव्रीहि समास,बहुव्रीहि समास,द्वंद्व समास,द्वंद्व समास,2,"'दस हैं आनन (मुख) जिसके अर्थात् रावण'। यहाँ दोनों पद प्रधान न होकर किसी तीसरे विशेष अर्थ (रावण) की ओर संकेत कर रहे हैं, अतः बहुव्रीहि समास है।","'दस हैं आनन (मुख) जिसके अर्थात् रावण'। यहाँ दोनों पद प्रधान न होकर किसी तीसरे विशेष अर्थ (रावण) की ओर संकेत कर रहे हैं, अतः बहुव्रीहि समास है।",KVS2024
Hindi,"'रहिमन पानी राखिए, बिन पानी सब सून। पानी गए न ऊबरे, मोती मानुष चून।' - इस दोहे में कौन-सा अलंकार है?","'रहिमन पानी राखिए, बिन पानी सब सून। पानी गए न ऊबरे, मोती मानुष चून।' - इस दोहे में कौन-सा अलंकार है?",उपमा,उपमा,रूपक,रूपक,यमक,यमक,श्लेष,श्लेष,3,"यहाँ 'पानी' शब्द के तीन अर्थ चिपके हुए हैं- मोती के संदर्भ में चमक, मनुष्य के संदर्भ में सम्मान और चूने के संदर्भ में जल, अतः श्लेष अलंकार है।","यहाँ 'पानी' शब्द के तीन अर्थ चिपके हुए हैं- मोती के संदर्भ में चमक, मनुष्य के संदर्भ में सम्मान और चूने के संदर्भ में जल, अतः श्लेष अलंकार है।",UPTET2024
Hindi,'करुण रस' का स्थायी भाव क्या होता है?,'करुण रस' का स्थायी भाव क्या होता है?,निर्वेद,निर्वेद,शोक,शोक,भय,भय,क्रोध,क्रोध,1,"किसी प्रिय व्यक्ति या वस्तु के छिन जाने पर हृदय में जो दुःख होता है, वह 'शोक' कहलाता है, जो करुण रस का स्थायी भाव है।","किसी प्रिय व्यक्ति या वस्तु के छिन जाने पर हृदय में जो दुःख होता है, वह 'शोक' कहलाता है, जो करुण रस का स्थायी भाव है।",
Hindi,किस छंद को 'दोहे का उल्टा' कहा जाता है?,किस छंद को 'दोहे का उल्टा' कहा जाता है?,रोला,रोला,चौपाई,चौपाई,सोरठा,सोरठा,कुंडलिया,कुंडलिया,2,सोरठा दोहे का ठीक उल्टा होता है। इसके प्रथम और तृतीय चरण में 11-11 मात्राएँ तथा द्वितीय और चतुर्थ चरण में 13-13 मात्राएँ होती हैं।,सोरठा दोहे का ठीक उल्टा होता है। इसके प्रथम और तृतीय चरण में 11-11 मात्राएँ तथा द्वितीय और चतुर्थ चरण में 13-13 मात्राएँ होती हैं।,
Hindi,'गुदड़ी का लाल' मुहावरे का सही अर्थ क्या है?,'गुदड़ी का लाल' मुहावरे का सही अर्थ क्या है?,निर्धन या साधारण परिवार में गुणी व्यक्ति का जन्म,निर्धन या साधारण परिवार में गुणी व्यक्ति का जन्म,अत्यंत सुंदर बालक,अत्यंत सुंदर बालक,बहुत क्रोधित होना,बहुत क्रोधित होना,लाल रंग की चादर,लाल रंग की चादर,0,"इस मुहावरे का प्रयोग ऐसे व्यक्ति के लिए होता है जो गरीबी या अभावों में पलता है, फिर भी अत्यंत प्रतिभाशाली और गुणी होता है।","इस मुहावरे का प्रयोग ऐसे व्यक्ति के लिए होता है जो गरीबी या अभावों में पलता है, फिर भी अत्यंत प्रतिभाशाली और गुणी होता है।",
Hindi,'होनहार बिरवान के होत चीकने पात' लोकोक्ति का क्या आशय है?,'होनहार बिरवान के होत चीकने पात' लोकोक्ति का क्या आशय है?,सुंदर व्यक्ति हमेशा सफल होता है।,सुंदर व्यक्ति हमेशा सफल होता है।,मेहनत करने से ही सफलता मिलती है।,मेहनत करने से ही सफलता मिलती है।,पौधों के पत्ते हमेशा चिकने होते हैं।,पौधों के पत्ते हमेशा चिकने होते हैं।,महान या प्रतिभावान व्यक्तियों के लक्षण बचपन में ही दिखाई देने लगते हैं।,महान या प्रतिभावान व्यक्तियों के लक्षण बचपन में ही दिखाई देने लगते हैं।,3,"जिस प्रकार अच्छे पौधे के पत्ते शुरू से ही चिकने (स्वस्थ) दिखते हैं, उसी प्रकार महान लोगों की प्रतिभा बचपन में ही उजागर हो जाती है।","जिस प्रकार अच्छे पौधे के पत्ते शुरू से ही चिकने (स्वस्थ) दिखते हैं, उसी प्रकार महान लोगों की प्रतिभा बचपन में ही उजागर हो जाती है।",
Hindi,निम्नलिखित में से कौन-सा शब्द 'अमृत' का पर्यायवाची नहीं है?,निम्नलिखित में से कौन-सा शब्द 'अमृत' का पर्यायवाची नहीं है?,सोम,सोम,पीयूष,पीयूष,सुधा,सुधा,गरल,गरल,3,"'गरल' का अर्थ विष या ज़हर होता है, जबकि पीयूष, सुधा और सोम अमृत के पर्यायवाची हैं।","'गरल' का अर्थ विष या ज़हर होता है, जबकि पीयूष, सुधा और सोम अमृत के पर्यायवाची हैं।",
Hindi,'अग्रज' शब्द का सही विलोम क्या होगा?,'अग्रज' शब्द का सही विलोम क्या होगा?,विपुल,विपुल,ज्येष्ठ,ज्येष्ठ,अनुज,अनुज,अवर,अवर,2,"'अग्रज' का अर्थ है बड़ा भाई (जो पहले जन्मा हो), और इसका विलोम 'अनुज' (छोटा भाई, जो बाद में जन्मा हो) होता है।","'अग्रज' का अर्थ है बड़ा भाई (जो पहले जन्मा हो), और इसका विलोम 'अनुज' (छोटा भाई, जो बाद में जन्मा हो) होता है।",
Hindi,"'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - गद्यांश के अनुसार, भारतीय संस्कृति में गुरु का स्थान किससे ऊँचा माना गया है?","'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - गद्यांश के अनुसार, भारतीय संस्कृति में गुरु का स्थान किससे ऊँचा माना गया है?",राजा से,राजा से,ईश्वर से,ईश्वर से,माता-पिता से,माता-पिता से,समाज से,समाज से,1,गद्यांश की पहली पंक्ति में स्पष्ट रूप से उल्लेखित है कि भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है।,गद्यांश की पहली पंक्ति में स्पष्ट रूप से उल्लेखित है कि भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है।,CTET2023
Hindi,"'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - गद्यांश के अनुसार प्राचीन काल में विद्यार्थी कहाँ रहकर शिक्षा ग्रहण करते थे?","'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - गद्यांश के अनुसार प्राचीन काल में विद्यार्थी कहाँ रहकर शिक्षा ग्रहण करते थे?",महलों में,महलों में,विद्यालयों में,विद्यालयों में,गुरुकुल में,गुरुकुल में,मठों में,मठों में,2,गद्यांश की दूसरी पंक्ति में बताया गया है कि प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे।,गद्यांश की दूसरी पंक्ति में बताया गया है कि प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे।,CTET2022
Hindi,"'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - आज की शिक्षा प्रणाली में किसका प्रभाव सबसे अधिक बढ़ गया है?","'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - आज की शिक्षा प्रणाली में किसका प्रभाव सबसे अधिक बढ़ गया है?",परंपराओं का,परंपराओं का,धर्म का,धर्म का,तकनीकी का,तकनीकी का,अनुशासन का,अनुशासन का,2,गद्यांश की अंतिम पंक्ति में यह स्पष्ट किया गया है कि आज की शिक्षा प्रणाली में तकनीकी (Technology) का प्रभाव बढ़ गया है।,गद्यांश की अंतिम पंक्ति में यह स्पष्ट किया गया है कि आज की शिक्षा प्रणाली में तकनीकी (Technology) का प्रभाव बढ़ गया है।,CTET2023
Hindi,"'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - गद्यांश में प्रयुक्त 'प्राचीन' शब्द का सही विलोम क्या होगा?","'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - गद्यांश में प्रयुक्त 'प्राचीन' शब्द का सही विलोम क्या होगा?",अर्वाचीन,अर्वाचीन,अतीत,अतीत,इतिहास,इतिहास,पुराना,पुराना,0,"'प्राचीन' का अर्थ पुराना होता है, जिसका सही विलोम 'अर्वाचीन' (या नवीन/आधुनिक) होता है।","'प्राचीन' का अर्थ पुराना होता है, जिसका सही विलोम 'अर्वाचीन' (या नवीन/आधुनिक) होता है।",CTET2022
Hindi,"'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - 'चरित्र' शब्द में 'इक' प्रत्यय लगाने से कौन-सा नया शब्द बनेगा?","'भारतीय संस्कृति में गुरु का स्थान ईश्वर से भी ऊँचा माना गया है। प्राचीन काल में विद्यार्थी गुरुकुल में रहकर विद्या अध्ययन करते थे। गुरु केवल अक्षर ज्ञान ही नहीं देते थे, बल्कि शिष्य के चरित्र का निर्माण भी करते थे। आज की शिक्षा प्रणाली में यद्यपि तकनीकी का प्रभाव बढ़ गया है, फिर भी एक आदर्श शिक्षक की प्रासंगिकता कभी कम नहीं हो सकती।' - 'चरित्र' शब्द में 'इक' प्रत्यय लगाने से कौन-सा नया शब्द बनेगा?",चारित्रिक,चारित्रिक,चरित्रीक,चरित्रीक,चारित्रीक,चारित्रीक,चरित्रिक,चरित्रिक,0,"'इक' प्रत्यय लगने पर मूल शब्द के प्रथम स्वर में वृद्धि हो जाती है, इसलिए चरित्र + इक = 'चारित्रिक' सही शब्द है।","'इक' प्रत्यय लगने पर मूल शब्द के प्रथम स्वर में वृद्धि हो जाती है, इसलिए चरित्र + इक = 'चारित्रिक' सही शब्द है।",CTET2023
